Node,Latitude,Longitude
Junction_1629,336557.694012,4694041.879357
Junction_163,338001.920431,4696456.571157
Junction_1630,336417.145064,4694016.602623
Junction_1631,336415.741321,4694016.074105
Junction_1632,336393.388009,4694007.446157
Junction_1633,336393.475411,4694006.777824
Junction_1634,336416.071958,4694015.490121
Junction_1635,336691.532206,4694190.086869
Junction_1636,336694.067974,4694188.616948
Junction_1637,336753.381644,4694235.235861
Junction_1638,336754.833594,4694232.045527
Junction_1639,336815.739878,4694262.229905
Junction_164,338012.344682,4696461.704315
Junction_1640,336813.800458,4694266.820878
Junction_1641,336800.886594,4694260.069927
Junction_1642,336802.428398,4694255.797627
Junction_1643,336554.655856,4694021.104743
Junction_1644,336554.909253,4694022.574212
Junction_1645,336538.501649,4694026.136281
Junction_1646,336537.560047,4694025.692112
Junction_1647,336538.498996,4694026.022799
Junction_1648,336540.45919,4694027.240524
Junction_1649,336524.310089,4693775.487172
Junction_165,337989.594905,4696444.380189
Junction_1650,336527.323316,4693776.824688
Junction_1651,336465.230793,4693771.917795
Junction_1652,336465.639672,4693772.08499
Junction_1653,336460.414606,4693862.723223
Junction_1654,336457.71765,4693862.747051
Junction_1655,336459.797434,4693832.074452
Junction_1656,336460.446293,4693832.031652
Junction_1657,336458.602636,4693818.775387
Junction_1658,336456.010802,4693818.855931
Junction_1659,336462.483077,4693781.426774
Junction_166,337965.84661,4696455.046122
Junction_1660,336462.274733,4693781.323653
Junction_1661,336261.311777,4693665.101177
Junction_1662,336259.488593,4693664.203026
Junction_1663,336247.251321,4693690.85577
Junction_1664,336246.624687,4693690.414954
Junction_1665,336248.76309,4693687.60887
Junction_1666,336247.790351,4693687.348165
Junction_1667,336255.285173,4693674.673881
Junction_1668,336254.113202,4693674.016061
Junction_1669,336245.460825,4693657.139809
Junction_167,337992.415156,4696400.406272
Junction_1670,336244.4993,4693658.846907
Junction_1671,336240.875308,4693655.345058
Junction_1672,336240.315803,4693656.891068
Junction_1673,336226.422042,4693650.772406
Junction_1674,336222.130119,4693649.859037
Junction_1675,336226.71113,4693648.441278
Junction_1676,336236.756888,4693647.022417
Junction_1677,336235.713166,4693640.958871
Junction_1678,336238.569209,4693648.016331
Junction_1679,336235.917505,4693652.431298
Junction_168,337965.466716,4696455.114502
Junction_1680,336262.837462,4693662.8998
Junction_1681,336255.342841,4693660.348965
Junction_1682,336272.067916,4693652.448969
Junction_1683,336269.212123,4693648.707239
Junction_1684,336286.86954,4693647.031678
Junction_1685,336288.17677,4693642.777099
Junction_1686,336286.305529,4693648.978307
Junction_1687,336315.140478,4693653.226028
Junction_1688,336315.157348,4693652.673181
Junction_1689,336338.212331,4693649.594978
Junction_169,337959.83127,4696456.037432
Junction_1690,336337.911279,4693647.03298
Junction_1691,336356.281129,4693643.70068
Junction_1692,336356.002953,4693642.344893
Junction_1693,336388.244789,4693637.36957
Junction_1694,336388.26266,4693636.219674
Junction_1695,336394.023552,4693635.919122
Junction_1696,336393.948014,4693635.484964
Junction_1697,336397.655253,4693634.796458
Junction_1698,336397.535363,4693634.395439
Junction_1699,336410.156835,4693627.328718
Junction_17,337256.23278,4695742.283857
Junction_170,337990.705756,4696410.613468
Junction_1700,336395.902952,4693620.070773
Junction_1701,336410.471002,4693630.092052
Junction_1702,336410.770403,4693627.316253
Junction_1703,336403.855159,4693618.607861
Junction_1704,336411.257072,4693629.771327
Junction_1705,336456.346845,4693654.609848
Junction_1706,336458.793159,4693651.861932
Junction_1707,336521.789389,4693781.369707
Junction_1708,336522.895384,4693782.384044
Junction_1709,336521.831639,4693782.870414
Junction_171,337991.630638,4696403.178666
Junction_1710,336521.38011,4693782.814048
Junction_1711,336520.720638,4693782.425943
Junction_1712,336461.83627,4693743.96618
Junction_1713,336461.179652,4693742.603736
Junction_1714,336532.497572,4693756.38892
Junction_1715,336458.964009,4693805.8847
Junction_1716,336460.779834,4693805.30417
Junction_1717,336457.859316,4693800.648221
Junction_1718,336456.041939,4693800.563622
Junction_1719,336499.358486,4693756.643267
Junction_172,337991.91462,4696404.892722
Junction_1720,336498.359967,4693757.291576
Junction_1721,336513.286938,4693756.283647
Junction_1722,336514.367052,4693758.521416
Junction_1723,336543.190337,4693757.447509
Junction_1724,336540.84324,4693762.992699
Junction_1725,336565.92004,4693762.920064
Junction_1726,336564.257344,4693765.024827
Junction_1727,336568.018846,4693763.869275
Junction_1728,336567.450781,4693766.211917
Junction_1729,336616.128403,4693790.464251
Junction_173,337988.699257,4696404.252173
Junction_1730,336620.324515,4693782.827263
Junction_1731,336639.244408,4693807.410085
Junction_1732,336646.832439,4693797.446323
Junction_1733,336649.376967,4693813.6179
Junction_1734,336655.945205,4693804.809291
Junction_1735,336667.036686,4693825.151299
Junction_1736,336671.397991,4693819.05997
Junction_1737,336708.594275,4693853.911961
Junction_1738,336714.3404,4693846.809798
Junction_1739,336721.127995,4693863.280525
Junction_174,337992.068901,4696403.509253
Junction_1740,336726.548989,4693855.548576
Junction_1741,336734.972398,4693874.309784
Junction_1742,336741.377445,4693866.501295
Junction_1743,336626.458794,4693796.688687
Junction_1744,336625.219243,4693798.278497
Junction_1745,336598.27681,4693780.152232
Junction_1746,336597.385467,4693781.633015
Junction_1747,336599.02909,4693779.125981
Junction_1748,336583.585465,4693788.132472
Junction_1749,336582.435019,4693787.887135
Junction_175,337993.9904,4696403.883742
Junction_1750,336584.50374,4693788.476024
Junction_1751,336577.037451,4693799.777902
Junction_1752,336576.653252,4693800.726763
Junction_1753,336580.324549,4693799.564352
Junction_1754,336589.708832,4693793.792146
Junction_1755,336592.665643,4693794.552036
Junction_1756,336583.209125,4693791.910895
Junction_1757,336468.650746,4693760.604404
Junction_1758,336480.287415,4693922.328986
Junction_1759,336468.265946,4693762.063912
Junction_176,337987.621996,4696467.807558
Junction_1760,336468.208528,4693761.936212
Junction_1761,336463.337978,4693743.994213
Junction_1762,336581.061211,4693800.872934
Junction_1763,336589.990812,4693773.917635
Junction_1764,336633.161239,4693803.502962
Junction_1765,336656.862629,4693822.617834
Junction_1766,336659.670715,4693819.930188
Junction_1767,336627.208822,4693842.77838
Junction_1768,336635.897091,4693834.216659
Junction_1769,336630.104111,4693836.052908
Junction_177,337901.461554,4696508.520208
Junction_1770,336630.771041,4693845.034871
Junction_1771,336622.90919,4693840.054742
Junction_1772,336627.15621,4693850.383681
Junction_1773,336650.593792,4693828.631823
Junction_1774,336647.822548,4693825.328907
Junction_1775,336646.356432,4693832.138126
Junction_1776,336646.350575,4693832.142982
Junction_1777,336655.768148,4693823.667813
Junction_1778,336741.948263,4693880.958916
Junction_1779,336740.863143,4693879.924656
Junction_178,338465.493998,4696304.648046
Junction_1780,336782.358659,4693905.847296
Junction_1781,336772.842371,4693911.995892
Junction_1782,336743.435053,4693881.162304
Junction_1783,336795.884439,4693933.273595
Junction_1784,336794.198166,4693934.756531
Junction_1785,336791.898224,4693929.66377
Junction_1786,336792.40742,4693929.123338
Junction_1787,336787.795422,4693924.935186
Junction_1788,336786.874895,4693925.650874
Junction_1789,336787.25524,4693922.160538
Junction_179,337985.677571,4696467.338659
Junction_1790,336784.876456,4693922.485469
Junction_1791,336786.535497,4693909.349595
Junction_1792,336783.664637,4693912.689704
Junction_1793,336799.417625,4693937.127506
Junction_1794,336503.458485,4693937.31903
Junction_1795,336502.278203,4693938.381924
Junction_1796,336504.316489,4693935.990575
Junction_1797,336517.685586,4693950.970157
Junction_1798,336517.890576,4693950.372057
Junction_1799,336514.033261,4693952.215415
Junction_18,336695.985096,4696314.417835
Junction_180,337987.331656,4696467.250005
Junction_1800,336522.936932,4693958.482049
Junction_1801,336522.989294,4693958.379729
Junction_1802,336521.40564,4693959.716093
Junction_1803,336548.549209,4693987.766323
Junction_1804,336760.055605,4693903.906824
Junction_1805,336759.66625,4693905.221914
Junction_1806,336754.415054,4693900.551347
Junction_1807,336754.989426,4693899.57981
Junction_1808,336751.622285,4693898.650823
Junction_1809,336752.655594,4693897.569307
Junction_181,337985.293771,4696466.677135
Junction_1810,336747.473079,4693895.824715
Junction_1811,336748.255545,4693894.71807
Junction_1812,336733.963417,4693884.792803
Junction_1813,336763.734511,4693902.878721
Junction_1814,336732.186738,4693882.917959
Junction_1815,336743.075882,4693879.974965
Junction_1816,336809.627524,4693967.350228
Junction_1817,336809.257141,4693967.756854
Junction_1818,336809.865303,4693967.109647
Junction_1819,336811.911798,4693967.982819
Junction_182,337983.408515,4696462.866124
Junction_1820,336812.908214,4693967.436179
Junction_1821,336810.884145,4693968.561546
Junction_1822,336807.91467,4693969.483375
Junction_1823,336814.185759,4693943.675019
Junction_1824,336816.400101,4693945.534145
Junction_1825,336835.908283,4693952.336707
Junction_1826,336835.731176,4693952.634405
Junction_1827,336866.570771,4693979.206155
Junction_1828,336865.98929,4693977.343725
Junction_1829,336713.777842,4693886.862926
Junction_183,339196.985983,4696371.801443
Junction_1830,336713.886519,4693887.487207
Junction_1831,336698.540408,4693892.730293
Junction_1832,336699.444116,4693893.432115
Junction_1833,336669.190858,4693904.158569
Junction_1834,336669.442352,4693904.81759
Junction_1835,336662.959014,4693906.523237
Junction_1836,336663.59646,4693907.970831
Junction_1837,336645.661519,4693913.055432
Junction_1838,336642.991294,4693904.470985
Junction_1839,336643.248745,4693906.049682
Junction_184,339154.257824,4696386.893406
Junction_1840,336644.222284,4693913.680263
Junction_1841,336644.56884,4693914.276912
Junction_1842,336631.473413,4693918.977113
Junction_1843,336629.709449,4693914.891281
Junction_1844,336604.116495,4693929.524057
Junction_1845,336578.406854,4693942.007317
Junction_1846,336571.668217,4693925.862822
Junction_1847,336573.161014,4693926.300133
Junction_1848,336577.376548,4693907.956014
Junction_1849,336578.675919,4693908.340363
Junction_185,338837.046761,4696236.396415
Junction_1850,336611.380296,4693877.566846
Junction_1851,336611.827069,4693876.927047
Junction_1852,336620.96977,4693882.304641
Junction_1853,336570.887453,4693929.762786
Junction_1854,336570.228182,4693929.767291
Junction_1855,336604.276732,4693930.286799
Junction_1856,336567.929091,4693940.264527
Junction_1857,336564.342343,4693943.613247
Junction_1858,336568.712558,4693940.023045
Junction_1859,336570.554013,4693959.503645
Junction_186,338827.605661,4696238.104113
Junction_1860,336569.912312,4693964.189679
Junction_1861,336568.900979,4693963.917361
Junction_1862,336567.491979,4693963.598587
Junction_1863,336567.583787,4693968.295635
Junction_1864,336568.715662,4693968.712022
Junction_1865,336566.491158,4693967.998137
Junction_1866,336566.806577,4693971.557553
Junction_1867,336568.126022,4693972.03341
Junction_1868,336565.692473,4693971.155282
Junction_1869,336565.97185,4693975.382279
Junction_187,338837.41304,4696235.570598
Junction_1870,336567.176911,4693975.760372
Junction_1871,336564.488865,4693975.036574
Junction_1872,336565.648121,4693976.078194
Junction_1873,336566.052995,4693976.954569
Junction_1874,336564.236569,4693975.698049
Junction_1875,336563.663248,4693984.488687
Junction_1876,336564.264252,4693984.7136
Junction_1877,336561.890974,4693984.096478
Junction_1878,336562.24639,4693988.287533
Junction_1879,336562.86181,4693988.708276
Junction_188,338797.890633,4696190.696928
Junction_1880,336560.572681,4693987.452506
Junction_1881,336559.388145,4693989.727168
Junction_1882,336562.905161,4693990.761779
Junction_1883,336576.478798,4693995.738053
Junction_1884,336563.008081,4693992.255878
Junction_1885,336555.135217,4694005.99651
Junction_1886,336562.129103,4694006.956133
Junction_1887,336557.48762,4694009.940676
Junction_1888,336557.541333,4694009.982175
Junction_1889,336554.306998,4694009.546765
Junction_189,338796.105193,4696193.380719
Junction_1890,336549.018859,4694009.433232
Junction_1891,336547.818604,4694008.628941
Junction_1892,336547.937293,4694008.631544
Junction_1893,336553.993731,4694011.999836
Junction_1894,336191.760124,4693969.123354
Junction_1895,336193.406701,4693970.117117
Junction_1896,336192.695068,4693965.641328
Junction_1897,336192.304861,4693965.734187
Junction_1898,336210.247361,4693933.64508
Junction_1899,336208.636926,4693932.873227
Junction_19,337494.62955,4697164.704925
Junction_190,337649.758912,4695782.581821
Junction_1900,336213.217387,4693928.194801
Junction_1901,336292.872566,4693967.555869
Junction_1902,336214.362077,4693924.05035
Junction_1903,336204.848192,4693916.960102
Junction_1904,336177.653263,4693867.95765
Junction_1905,336176.324107,4693868.259152
Junction_1906,336156.430174,4693874.72482
Junction_1907,336175.170407,4693857.898526
Junction_1908,336174.558341,4693857.889666
Junction_1909,336173.483182,4693858.000095
Junction_191,337651.6281,4695783.122003
Junction_1910,336180.259714,4693814.015366
Junction_1911,336180.546099,4693849.005818
Junction_1912,336182.419441,4693854.09087
Junction_1913,336180.628495,4693848.848184
Junction_1914,336183.786491,4693850.219289
Junction_1915,336180.536037,4693848.629428
Junction_1916,336184.108018,4693848.020065
Junction_1917,336182.784369,4693779.374923
Junction_1918,336192.002457,4693777.839526
Junction_1919,336194.350155,4693778.121756
Junction_192,337375.942388,4696389.697238
Junction_1920,336180.041058,4693774.24657
Junction_1921,336174.476395,4693776.850668
Junction_1922,336176.397493,4693769.843517
Junction_1923,336177.36042,4693771.007179
Junction_1924,336534.152859,4694035.381402
Junction_1925,336478.7367,4694022.433097
Junction_1926,336537.541425,4694041.607489
Junction_1927,336545.533579,4694018.208303
Junction_1928,336559.105614,4693991.711791
Junction_1929,336557.912468,4693989.460206
Junction_193,337364.281941,4696355.168726
Junction_1930,336652.379432,4693838.163278
Junction_1931,336653.440073,4693839.22392
Junction_1932,336654.500764,4693840.284611
Junction_1933,336655.561406,4693841.345252
Junction_1934,336653.440073,4693841.345252
Junction_1935,336652.379432,4693842.405894
Junction_1936,336650.292389,4693844.492937
Junction_1937,336657.742558,4693843.526405
Junction_1938,336458.268444,4694018.485077
Junction_1939,336457.956579,4694019.952294
Junction_194,337400.982044,4696216.812244
Junction_1940,336457.650972,4694021.420863
Junction_1941,336457.332849,4694022.886778
Junction_1942,336459.948561,4694024.976274
Junction_1943,336459.292093,4694028.064588
Junction_1944,336456.489362,4694019.640429
Junction_1945,336455.022145,4694019.328564
Junction_1946,336136.470263,4694412.856748
Junction_1947,336135.511591,4694411.703098
Junction_1948,336134.390879,4694412.643449
Junction_1949,336212.110792,4694488.639244
Junction_195,337407.467134,4696218.880164
Junction_1950,336212.992474,4694489.852764
Junction_1951,336823.916198,4694272.109118
Junction_1952,336822.992717,4694273.291101
Junction_1953,336821.668317,4694272.586927
Junction_1954,336820.343867,4694271.882703
Junction_1955,336822.069236,4694274.473134
Junction_1956,336821.145705,4694275.655168
Junction_1957,336478.476246,4694023.910326
Junction_1958,336478.215791,4694025.387555
Junction_1959,336548.282296,4693989.24195
Junction_196,337400.154576,4696222.748191
Junction_1960,336556.128279,4694020.850895
Junction_1961,336536.226136,4694042.323327
Junction_1962,336572.035848,4693959.697622
Junction_1963,336573.528645,4693959.893101
Junction_1964,336575.422361,4693960.881257
Junction_1965,336568.73984,4693929.767291
Junction_1966,336579.799234,4693800.969347
Junction_1967,336268.30376,4693647.519099
Junction_1968,336248.311611,4693745.600743
Junction_1969,336249.818725,4693745.574463
Junction_197,337406.146439,4696224.366185
Junction_1970,335826.904848,4693772.94765
Junction_1971,337230.897528,4695436.787855
Junction_1972,336066.463977,4693150.95367
Junction_1973,336065.088367,4693151.55177
Junction_1974,336257.267443,4694555.619437
Junction_1975,336183.344624,4694532.97974
Junction_1976,336181.985183,4694532.345798
Junction_1977,336181.351241,4694533.705289
Junction_1978,336182.619075,4694530.986357
Junction_1979,336180.849955,4694548.206361
Junction_198,338040.503288,4696367.622752
Junction_1980,336179.281018,4694545.656226
Junction_1981,336190.560269,4694535.408583
Junction_1982,336236.26296,4694570.687473
Junction_1983,335617.464219,4693713.799273
Junction_1984,335616.603862,4693715.028011
Junction_1985,337989.400817,4696429.698906
Junction_1986,337989.734985,4696426.401346
Junction_1987,335682.287288,4693514.335071
Junction_1988,335681.848725,4693512.900642
Junction_1989,335874.467415,4693468.440456
Junction_199,338030.253742,4696326.472289
Junction_1990,335875.88978,4693467.978315
Junction_1991,335669.944542,4693470.330267
Junction_1992,335668.467313,4693470.590722
Junction_1993,335666.990084,4693470.851227
Junction_1994,335673.303774,4693461.853196
Junction_1995,335649.416366,4693390.506242
Junction_1996,335648.854458,4693389.115464
Junction_1997,335474.532332,4693611.971144
Junction_1998,335475.856732,4693612.675318
Junction_1999,335477.181182,4693613.379542
Junction_2,338032.602241,4696863.137301
Junction_20,337813.558573,4695471.563056
Junction_200,338803.695677,4696179.636083
Junction_2000,336036.612589,4692923.58651
Junction_2001,336037.744664,4692924.570612
Junction_2002,336038.876739,4692925.554663
Junction_2003,336033.268375,4692924.62883
Junction_2004,336034.40045,4692925.612931
Junction_2005,336035.532525,4692926.597033
Junction_2006,336754.536396,4693869.97481
Junction_2007,336755.668421,4693868.990759
Junction_2008,336756.800496,4693868.006657
Junction_2009,336757.366458,4693867.514681
Junction_201,338803.515116,4696183.809067
Junction_2010,336757.932571,4693867.022555
Junction_2011,336759.064646,4693866.038503
Junction_2012,336754.607779,4693867.930067
Junction_2013,336755.54007,4693871.089565
Junction_2014,336757.80422,4693869.121362
Junction_2015,336758.936245,4693868.13731
Junction_2016,336761.831033,4693865.620915
Junction_2017,336657.941641,4693823.659854
Junction_2018,336659.027663,4693824.702023
Junction_2019,336576.339334,4693622.567796
Junction_202,339153.119492,4696387.81118
Junction_2020,336574.842332,4693622.472284
Junction_2021,336574.76384,4693623.970237
Junction_2022,336574.920874,4693620.974381
Junction_2023,335373.282229,4693558.12342
Junction_2024,335373.282229,4693559.623426
Junction_2025,335699.323127,4693613.977091
Junction_2026,335698.65935,4693615.322266
Junction_2027,336212.361836,4693056.910952
Junction_2028,336213.111864,4693055.611882
Junction_2029,336213.861842,4693054.312862
Junction_203,339147.548972,4696395.10767
Junction_2030,336214.408732,4693056.365614
Junction_2031,336215.158759,4693055.066544
Junction_2032,335680.627495,4693675.488534
Junction_2033,335681.986936,4693676.122476
Junction_2034,336469.698672,4693762.502926
Junction_2035,336466.831767,4693761.624447
Junction_2036,336465.397288,4693761.185884
Junction_2037,336465.511071,4693761.220675
Junction_2038,336465.835851,4693759.751455
Junction_2039,336466.910659,4693760.600849
Junction_204,339153.327886,4696386.70874
Junction_2040,336359.134018,4693759.149701
Junction_2041,336467.27033,4693760.190019
Junction_2042,336467.126662,4693760.659919
Junction_2043,336462.372348,4693745.36712
Junction_2044,336463.871853,4693745.406416
Junction_2045,336465.371308,4693745.445662
Junction_2046,336387.744503,4694008.734665
Junction_2047,336387.310345,4694010.154727
Junction_2048,337200.894162,4695525.819858
Junction_2049,337199.816701,4695526.756504
Junction_205,339152.483848,4696385.24778
Junction_2050,337200.688972,4695527.995204
Junction_2051,337467.619787,4695580.61524
Junction_2052,337466.592184,4695581.768039
Junction_2053,337289.93913,4695655.232071
Junction_2054,337293.545651,4695655.770001
Junction_2055,337270.131197,4695651.169567
Junction_2056,337270.914413,4695652.455922
Junction_2057,337923.925696,4695384.233796
Junction_2058,337923.925696,4695385.733801
Junction_2059,337860.628363,4695293.274037
Junction_206,337952.723451,4696257.827047
Junction_2060,337681.946034,4695275.195978
Junction_2061,337678.603722,4695275.064674
Junction_2062,337679.213536,4695276.434327
Junction_2063,336973.573707,4696120.364762
Junction_2064,336977.278042,4696104.148032
Junction_2065,336976.808142,4696102.66029
Junction_2066,337043.981261,4696078.875553
Junction_2067,337990.171371,4696422.095087
Junction_2068,337716.48681,4695381.222471
Junction_2069,337716.319164,4695383.077642
Junction_207,337954.077636,4696260.116377
Junction_2070,337830.643319,4695265.153524
Junction_2071,337231.902254,4696050.646413
Junction_2072,337230.396842,4696050.612574
Junction_2073,337233.369621,4696051.00218
Junction_2074,337255.257038,4695483.145512
Junction_2075,337257.938426,4695481.070633
Junction_2076,337257.677421,4695479.590551
Junction_2077,336749.598016,4696115.081929
Junction_2078,337234.785929,4695953.632018
Junction_2079,337235.7863,4695953.996144
Junction_208,337957.43897,4696254.25797
Junction_2080,337235.163971,4695956.962166
Junction_2081,337400.080289,4695650.825664
Junction_2082,337400.001797,4695652.323617
Junction_2083,337719.102672,4695091.124741
Junction_2084,337716.502979,4695088.03017
Junction_2085,337287.01686,4695696.853435
Junction_2086,337287.804882,4695699.135706
Junction_2087,337287.396654,4695700.297616
Junction_2088,337289.720874,4695698.20747
Junction_2089,337236.971437,4695485.326214
Junction_209,337958.656795,4696256.139472
Junction_2090,337237.635814,4695485.916755
Junction_2091,336057.93049,4694452.692322
Junction_2092,336196.568451,4694527.125288
Junction_2093,336195.135024,4694526.673359
Junction_2094,336204.158335,4694545.995524
Junction_2095,336234.880141,4694570.293762
Junction_2096,336239.075151,4694557.16004
Junction_2097,336285.188172,4694568.583561
Junction_2098,336281.271738,4694516.232789
Junction_2099,336308.974211,4694550.895058
Junction_21,337817.687205,4695467.096128
Junction_210,337963.105502,4696252.285461
Junction_2100,336307.769451,4694519.376519
Junction_2101,336277.313655,4694519.772082
Junction_2102,336203.433987,4694475.047937
Junction_2103,336202.441675,4694475.243716
Junction_2104,336208.402001,4694484.508459
Junction_2105,336207.032949,4694493.345102
Junction_2106,336207.05082,4694494.773073
Junction_2107,336123.348905,4694400.096564
Junction_2108,336134.561529,4694410.563464
Junction_2109,336086.694105,4694359.087367
Junction_211,337963.729983,4696254.857171
Junction_2110,337990.65606,4696417.312184
Junction_2111,337991.439339,4696404.798039
Junction_2112,336185.145232,4694517.512037
Junction_2113,335647.63413,4693616.172361
Junction_2114,335550.890752,4693563.290017
Junction_2115,335617.293069,4693702.72386
Junction_2116,335681.149206,4693703.037377
Junction_2117,335683.456556,4693690.762861
Junction_2118,335723.402359,4693731.204244
Junction_2119,335738.180105,4693712.389823
Junction_212,337946.523144,4696270.933237
Junction_2120,335739.012429,4693711.401617
Junction_2121,335745.346743,4693718.340288
Junction_2122,335756.646117,4693723.567556
Junction_2123,335841.121988,4693780.051665
Junction_2124,335846.761588,4693783.987321
Junction_2125,335698.111258,4693607.834102
Junction_2127,335789.043035,4693654.351195
Junction_2128,335655.754534,4693403.516268
Junction_2129,336419.977979,4693630.157529
Junction_213,337943.52884,4696272.00394
Junction_2130,336329.76945,4693652.60425
Junction_2131,336294.526401,4693649.640482
Junction_2132,336458.066658,4693806.185502
Junction_2133,336581.765485,4693795.741228
Junction_2134,336613.509188,4693788.89126
Junction_2135,336659.667762,4693819.922629
Junction_2136,336554.3088,4694019.646986
Junction_2137,336252.45401,4694546.845869
Junction_2138,337274.392584,4695286.503262
Junction_2139,337306.029212,4695413.440829
Junction_214,338725.461111,4696347.148889
Junction_2140,337272.463076,4695428.11185
Junction_2141,337224.298254,4695455.839653
Junction_2142,337291.950584,4695438.532497
Junction_2143,337235.657849,4695488.55214
Junction_2144,337233.882772,4695670.801494
Junction_2145,337266.472465,4695654.095041
Junction_2146,337294.232355,4695655.886437
Junction_2147,337493.687497,4695657.40141
Junction_2148,337411.4539,4695510.062816
Junction_2149,337477.856017,4695466.078486
Junction_215,338739.844796,4696375.459023
Junction_2150,337597.624594,4695343.679731
Junction_2151,337780.526362,4695211.31326
Junction_2152,337780.527313,4695211.315913
Junction_2153,337634.072953,4695314.963522
Junction_2154,337833.586363,4695274.400097
Junction_2155,337832.705082,4695276.482384
Junction_2156,337911.294062,4695339.361277
Junction_2157,337923.925696,4695387.233807
Junction_2158,337916.315489,4695490.898085
Junction_2159,337874.91989,4695504.206211
Junction_216,338839.177855,4696385.932481
Junction_2160,337872.170823,4695381.216664
Junction_2161,337775.020468,4695435.670297
Junction_2162,337776.203903,4695436.595079
Junction_2163,337682.55755,4695276.569486
Junction_2164,337679.969921,4695274.447001
Junction_2165,337413.27358,4695511.020937
Junction_2166,337497.456157,4695684.064667
Junction_2167,337497.408752,4695689.272612
Junction_2168,337494.276486,4695693.751705
Junction_2169,337777.094896,4695215.046229
Junction_217,338465.802896,4696304.584956
Junction_2170,337777.199668,4695216.544983
Junction_2171,337778.594101,4695214.998373
Junction_2172,337780.100414,4695216.498378
Junction_2173,337237.659592,4694975.71787
Junction_2174,337237.661194,4694975.899282
Junction_2175,337239.160799,4694974.388964
Junction_2176,337239.160799,4694972.888959
Junction_2177,337239.160799,4694971.388953
Junction_2178,337239.160799,4694969.888947
Junction_2179,337239.162551,4694969.888947
Junction_218,338774.386624,4696384.67486
Junction_2180,337240.660805,4694969.888947
Junction_2181,337245.60369,4694969.888947
Junction_2182,337200.377157,4694704.074939
Junction_2183,337236.190072,4695954.143116
Junction_2184,337228.906598,4696050.418096
Junction_2185,337232.269383,4696047.83282
Junction_2186,336995.268798,4695958.371916
Junction_2187,336988.025921,4696068.696339
Junction_2188,336995.315853,4696108.240872
Junction_2189,336997.800912,4696119.326747
Junction_219,338466.032681,4696304.488602
Junction_2190,336994.098429,4696123.347653
Junction_2191,336788.209507,4696122.160764
Junction_2192,336782.763933,4696110.474736
Junction_2193,336715.071756,4696144.376415
Junction_2194,336557.619074,4694020.593845
Junction_2195,336563.266434,4693996.006468
Junction_2196,336548.015184,4693990.718428
Junction_2197,336565.728165,4693929.767291
Junction_2198,335313.815079,4693542.040797
Junction_2199,335520.82216,4693551.870702
Junction_22,337812.043199,4695473.173841
Junction_220,338771.403683,4696384.202957
Junction_2200,335520.269312,4693553.258076
Junction_2201,335519.609791,4693554.913313
Junction_2202,338768.169608,4696381.182097
Junction_2203,335556.440797,4693569.938999
Junction_2204,335697.322735,4693611.024786
Junction_2205,335698.009139,4693613.237476
Junction_2206,335616.284689,4693712.954334
Junction_2207,335654.255129,4693743.686303
Junction_2208,335524.571097,4693296.011745
Junction_2209,336034.376622,4692923.613692
Junction_221,338784.732261,4696381.417668
Junction_2210,335826.153268,4693774.249374
Junction_2211,335825.4113,4693775.534478
Junction_2212,335877.322557,4693467.51277
Junction_2213,335878.744771,4693467.050679
Junction_2214,338882.203955,4695914.946449
Junction_2215,338768.054112,4696380.695619
Junction_2216,336510.533816,4693492.34228
Junction_2217,336231.40162,4693065.897971
Junction_2218,336267.390041,4693646.324
Junction_2219,336251.31768,4693745.548282
Junction_222,338768.900503,4696384.260675
Junction_2220,336252.816684,4693745.522101
Junction_2221,336462.908275,4693746.767659
Junction_2222,336471.134303,4693762.94279
Junction_2223,336467.828834,4693763.490531
Junction_2224,336519.420066,4693743.814102
Junction_2225,336536.944427,4693795.268875
Junction_2226,336522.099402,4693792.387102
Junction_2227,336518.412237,4693793.286555
Junction_2228,336511.65693,4693791.382977
Junction_2229,336581.602845,4693801.83511
Junction_223,338804.000285,4696382.86895
Junction_2230,336559.090446,4694020.340148
Junction_2231,336533.596258,4694043.754652
Junction_2232,336460.266783,4694023.496242
Junction_2233,336392.232506,4694006.392674
Junction_2234,336386.867377,4694011.603572
Junction_2235,337237.776679,4694969.897808
Junction_2236,337237.84581,4694968.377478
Junction_2237,337777.304141,4695218.038932
Junction_2238,337831.625869,4695264.023252
Junction_2239,337861.279676,4695289.982985
Junction_224,338765.669021,4696383.531021
Junction_2240,337860.09549,4695289.06486
Junction_2241,337661.244355,4695283.648521
Junction_2242,337662.229157,4695282.513793
Junction_2243,337232.30888,4695436.274204
Junction_2244,337257.417467,4695478.116225
Junction_2245,337253.782713,4695483.405466
Junction_2246,337201.668368,4695529.121872
Junction_2247,337199.700214,4695526.857772
Junction_2248,337357.555618,4695508.767299
Junction_2249,337389.938068,4695514.557526
Junction_225,337407.400707,4695788.643065
Junction_2250,337391.419903,4695514.330911
Junction_2251,337388.454432,4695514.784592
Junction_2252,337465.365098,4695582.626194
Junction_2253,337271.807909,4695653.661033
Junction_2254,336791.556674,4696240.676925
Junction_2255,336794.920211,4696243.046148
Junction_2256,336795.849448,4696244.033854
Junction_2257,336976.848389,4696104.159795
Junction_2258,337045.467651,4696078.689235
Junction_2259,337096.335837,4696012.134289
Junction_226,338761.672593,4696383.616371
Junction_2260,337094.940454,4696012.698049
